,x_1,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_22,x_23,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,T,Y,x_2_A,x_2_B,x_2_C,x_2_D,x_2_E,x_2_F,x_21_A,x_21_B,x_21_C,x_21_D,x_21_E,x_21_F,x_21_G,x_21_H,x_21_I,x_21_J,x_21_K,x_21_L,x_21_M,x_21_N,x_21_O,x_21_P,x_24_A,x_24_B,x_24_C,x_24_D,x_24_E,scores
2705,25,0.0,4.0,60,107,0,0,0,0,0,2,1,0,3,0,0,12,15,10,1,20,12,70,112,27,10,0,1,0,1,78,38,310,37,0,10,10,2,0,5,61,20,0,0,0,0,0,0,0,0,0,0,0,45,41,1,-2.50895688591413,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2706,27,0.0,0.0,60,147,0,0,1,4,0,0,0,0,0,1,0,9,35,10,1,33,13,70,161,26,8,0,0,0,0,73,31,675,55,0,9,9,3,0,12,59,14,0,0,2,0,0,0,0,0,0,0,4,47,50,1,11.746648437437901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2707,21,0.0,0.0,59,119,0,0,0,0,0,2,2,0,1,0,0,7,5,10,1,30,11,60,147,31,11,2,0,0,0,83,31,410,55,1,10,10,2,0,5,57,18,0,0,0,0,0,0,0,0,0,0,1,44,41,1,6.5530993674982305,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2708,24,0.0,0.0,63,140,0,1,0,0,0,2,1,0,0,0,0,12,55,13,1,43,11,80,163,29,6,0,0,0,0,78,34,425,58,1,9,10,2,0,8,73,24,4,0,0,0,0,0,0,0,0,0,0,45,40,1,16.6430875441762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2709,24,1.0,8.0,60,121,0,0,0,1,0,1,0,0,1,0,0,12,45,8,1,40,12,70,141,27,9,0,0,0,0,80,35,350,48,1,8,10,3,0,10,58,18,0,0,0,0,0,0,0,0,0,0,0,48,40,1,12.0621452378391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2710,21,20.0,4.0,57,115,0,0,0,0,0,4,1,1,1,1,1,13,85,7,1,80,10,70,136,36,13,0,0,0,0,78,27,400,52,0,5,10,1,0,3,70,21,0,0,0,1,0,0,0,0,0,0,0,44,40,1,10.3016152150328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2711,20,0.0,4.0,64,214,0,0,1,0,0,0,0,0,0,0,0,7,35,13,1,57,12,80,216,28,12,0,0,0,0,77,37,400,46,0,9,10,3,0,3,69,23,4,0,0,0,0,0,0,0,0,0,2,45,41,1,16.5958674886111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2712,28,0.0,0.0,65,206,0,0,0,0,0,0,0,0,1,0,0,9,45,18,1,55,13,88,248,38,11,0,0,0,0,78,30,450,46,0,9,10,2,0,6,45,14,0,0,0,0,0,0,2,0,0,0,0,44,41,1,14.463093134291501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2713,27,0.0,3.0,61,125,0,0,2,0,1,0,0,0,0,0,0,15,25,10,1,30,13,70,142,26,11,0,0,0,0,81,27,340,72,0,10,10,1,0,3,68,20,0,0,0,0,0,0,0,0,0,0,0,45,39,1,9.29945182851255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2714,23,0.0,0.0,66,140,0,0,1,0,0,1,0,1,1,1,0,9,35,20,1,33,13,60,172,25,11,0,0,0,0,86,30,600,71,1,9,10,1,0,8,65,20,0,0,0,0,0,0,0,0,0,0,0,45,40,1,10.709334978013601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2715,19,0.0,0.0,57,153,0,0,0,0,0,0,0,2,1,0,0,12,15,10,1,20,9,80,161,24,8,0,0,0,0,77,36,325,37,0,9,10,1,0,7,60,19,0,0,0,0,0,0,0,0,0,0,0,42,41,1,-1.49318670435332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2716,20,0.0,0.0,62,147,1,0,2,0,0,0,0,0,0,0,0,9,45,25,1,50,11,70,165,23,10,0,0,0,0,78,38,450,67,0,9,10,2,0,7,64,20,0,0,0,0,0,0,0,0,0,0,0,46,44,1,18.6708290844187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2717,20,0.0,0.0,61,142,0,0,0,0,0,2,0,1,1,0,0,11,35,10,1,43,13,70,155,22,11,0,0,0,0,84,36,300,32,0,10,10,2,0,7,71,21,0,0,0,0,0,0,0,0,0,0,0,46,39,1,9.4137710107265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2718,18,0.0,0.0,62,115,0,0,0,0,0,0,0,0,0,0,0,11,35,5,1,53,13,70,141,21,12,0,0,0,0,79,33,560,84,0,8,10,2,0,3,58,20,0,0,0,0,0,0,0,0,0,0,0,49,42,1,19.3260463430914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2719,41,0.0,0.0,63,158,0,0,1,0,0,2,0,0,0,1,0,4,35,27,1,23,12,70,168,49,8,3,1,0,0,65,30,600,63,1,9,10,2,0,8,66,21,0,0,0,0,0,0,0,0,0,0,0,49,41,1,3.3890914288359704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2720,23,20.0,3.0,64,112,0,0,1,0,0,2,1,0,0,0,0,10,35,20,1,57,14,70,131,28,12,1,1,0,0,79,36,350,63,0,10,10,3,0,3,68,22,4,0,0,0,0,0,0,0,0,0,0,44,43,1,18.461350529909698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2721,31,0.0,0.0,64,160,0,0,0,0,0,0,0,0,1,0,0,12,35,16,1,43,12,70,190,33,10,0,1,0,0,80,39,550,75,0,10,10,0,1,5,71,23,0,0,0,0,0,0,0,0,0,0,0,46,39,1,16.9297617707748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2722,23,4.0,7.0,64,147,0,0,0,0,0,0,0,0,0,1,0,12,25,8,1,57,11,70,185,30,12,0,0,0,0,79,38,625,65,0,9,10,1,0,3,58,18,0,0,0,0,0,0,0,0,0,0,0,46,43,1,19.5328645772848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2723,17,0.0,0.0,69,165,0,1,0,0,0,0,0,0,0,0,0,11,25,10,1,50,14,80,174,19,11,0,0,0,0,75,27,350,36,0,9,10,2,0,4,60,19,0,0,0,0,0,0,0,0,0,0,0,44,41,1,14.0174931273073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2724,16,0.0,0.0,65,134,0,0,0,0,0,2,0,0,0,1,0,8,45,10,1,53,12,76,156,17,10,0,0,0,0,76,32,450,55,1,8,10,1,0,5,64,20,0,0,0,0,0,0,0,0,0,0,0,46,44,1,18.1854824983731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2725,20,0.0,0.0,63,157,0,0,0,0,0,0,0,0,1,1,0,10,25,17,1,47,12,64,178,24,12,1,0,0,0,76,38,450,44,0,9,10,3,0,4,56,19,0,0,0,0,0,0,0,0,0,0,0,47,37,1,14.9354639555603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2726,16,0.0,0.0,63,120,0,0,0,0,0,1,0,0,2,0,0,11,25,15,1,30,12,78,127,20,10,0,0,0,0,85,36,450,52,0,9,10,1,0,6,58,18,0,0,0,0,0,0,0,0,0,0,0,46,40,1,8.464099223668919,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2727,23,30.0,5.0,62,120,0,0,0,0,0,2,1,0,0,0,0,11,35,17,1,37,13,60,158,27,11,0,0,0,0,80,32,400,61,1,9,10,0,1,3,57,19,0,0,0,0,0,0,0,0,0,0,0,49,40,1,10.7982102170314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2728,16,0.0,0.0,66,112,0,2,1,0,0,1,0,0,0,1,0,6,35,18,1,33,12,80,142,22,9,0,2,0,0,79,29,425,37,1,10,10,1,0,3,59,19,0,0,0,0,0,0,0,0,0,0,0,45,40,1,7.9704791865910005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2729,19,0.0,1.0,58,115,0,0,2,0,0,3,0,0,0,0,1,8,35,10,1,30,13,60,125,22,6,0,0,0,0,77,38,650,48,0,9,10,2,0,3,56,19,0,0,0,0,0,0,0,0,0,0,0,49,32,1,7.947185542230169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2730,18,20.0,2.0,62,105,0,0,2,0,0,2,0,0,0,0,0,11,15,7,1,47,13,70,142,20,11,0,0,0,0,86,39,475,58,0,9,10,2,0,6,68,20,0,1,0,0,0,0,0,0,0,0,0,44,37,1,19.7579943056125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2731,28,0.0,0.0,61,116,0,0,0,0,0,0,2,0,0,0,0,12,25,15,1,47,15,60,137,28,12,1,1,0,0,75,28,550,29,0,9,10,1,0,4,66,22,0,0,0,0,0,0,0,0,0,0,0,44,40,1,10.7611226652251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2732,30,0.0,0.0,64,168,0,0,0,0,0,1,1,0,1,1,0,9,35,20,1,43,14,80,176,32,11,0,1,0,0,76,32,525,50,1,9,10,2,0,9,60,20,0,0,0,0,0,0,0,0,0,0,0,47,41,1,13.1765811502347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2733,18,0.0,0.0,65,118,0,0,0,0,0,1,0,0,0,0,0,11,35,10,1,53,14,60,124,23,12,0,0,0,0,88,37,550,60,1,8,10,1,0,8,65,22,0,0,0,0,0,0,0,0,0,0,0,46,39,1,15.9471985645564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2734,17,0.0,0.0,64,110,0,0,0,0,0,2,1,0,1,1,0,11,25,25,1,30,12,70,118,19,11,0,0,0,0,79,37,425,50,0,7,9,3,0,9,60,17,0,0,0,2,0,0,0,0,0,0,1,46,38,1,8.11333800894379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2735,21,0.0,1.0,63,135,0,0,0,0,0,1,0,0,0,0,0,12,35,10,1,37,12,100,161,23,11,0,0,0,0,83,37,375,65,0,9,10,2,0,3,60,20,0,0,0,0,0,0,0,0,0,0,0,45,41,1,13.6643515582629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2736,22,18.0,3.0,64,145,0,0,0,0,0,0,1,0,0,0,0,12,55,8,1,63,12,90,168,21,12,1,0,0,0,78,31,500,61,0,5,9,2,0,10,55,17,0,0,0,0,0,0,0,0,0,0,0,47,37,1,18.5128884891648,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2737,19,5.0,4.0,59,112,0,0,2,0,0,0,0,0,1,0,0,11,35,10,1,70,12,80,119,22,14,0,0,0,0,81,31,450,46,1,10,10,2,0,3,75,24,0,0,0,0,0,0,0,0,0,0,0,46,39,1,14.2147136547263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2738,14,0.0,0.0,61,100,0,1,2,0,0,0,0,0,0,1,0,8,55,20,1,30,11,70,130,17,9,0,0,0,0,78,37,475,56,0,9,10,1,0,3,64,22,0,0,0,0,0,0,0,0,0,0,0,45,41,1,10.2618498164285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2739,22,0.0,0.0,67,124,0,0,0,0,0,2,0,0,0,0,0,12,5,10,1,17,13,80,138,30,10,0,0,0,0,74,30,450,60,1,0,6,3,0,3,65,22,0,0,0,5,0,0,0,0,0,0,0,47,37,1,-2.8298027929087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2740,36,0.0,7.0,68,170,0,1,0,0,0,1,0,1,0,0,1,11,25,9,1,30,11,55,170,39,10,0,0,0,0,79,38,500,35,1,9,10,3,0,3,68,23,0,0,0,0,0,0,0,0,0,0,0,47,43,1,3.0698908062975603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2741,23,5.0,5.0,66,120,0,0,0,0,0,2,2,0,1,0,0,9,35,20,1,37,13,74,143,29,9,0,1,0,0,78,36,350,65,1,3,10,1,0,6,62,22,0,0,0,3,0,0,0,0,0,0,0,48,42,1,14.283966691901199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2742,30,10.0,1.0,67,136,0,0,1,0,0,0,0,0,0,0,0,11,35,10,1,47,12,90,167,32,11,0,0,0,0,76,25,400,39,0,9,9,3,0,7,68,23,7,0,1,0,0,0,0,0,0,0,0,48,32,1,11.9462506828962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2743,16,0.0,0.0,64,137,0,0,0,0,0,2,0,0,1,0,0,11,75,10,1,47,14,80,175,17,11,0,0,0,0,76,36,500,48,0,9,9,3,0,7,71,24,0,0,1,0,0,0,0,0,0,0,1,44,38,1,16.6453089257198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2744,25,12.0,9.0,64,103,0,1,0,0,0,1,3,0,0,0,1,9,45,10,1,60,12,60,127,26,11,2,0,0,0,76,37,550,51,0,9,10,2,0,6,65,19,0,0,0,0,0,0,0,0,0,0,0,45,40,1,17.9095877002242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2745,33,20.0,17.0,67,207,0,0,0,0,0,2,2,1,4,0,0,9,45,12,1,50,14,60,177,38,11,0,0,0,1,79,29,500,34,0,9,10,2,0,3,66,21,0,0,0,0,0,0,0,0,0,0,0,42,38,1,10.143091688618199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2746,16,0.0,0.0,63,125,0,0,2,0,0,1,1,2,0,0,0,7,5,12,1,17,11,62,148,17,8,0,0,0,0,82,36,500,63,0,8,10,2,0,5,71,23,0,0,0,0,0,0,0,0,0,0,0,44,42,1,0.853688002102733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2747,24,6.0,5.0,61,98,0,0,0,0,0,0,0,0,1,0,0,12,35,17,1,53,13,60,106,29,12,3,0,0,0,84,31,360,54,0,10,10,3,0,1,56,18,0,0,0,0,0,0,0,0,0,0,0,44,40,1,15.19850018312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2748,23,7.0,9.0,65,120,0,0,0,0,0,2,0,0,2,1,0,10,45,7,1,53,14,50,148,21,10,0,0,0,0,82,32,500,59,1,10,10,2,0,4,68,20,0,0,0,0,0,0,0,0,0,0,0,45,41,1,18.038052837528998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2749,23,4.0,7.0,65,116,0,0,0,0,0,0,0,0,1,0,0,11,25,17,1,30,15,66,132,26,11,0,0,0,0,81,31,325,48,1,10,10,3,0,3,62,20,0,1,0,0,0,0,0,0,0,0,0,46,42,1,8.50393859847386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2750,25,0.0,0.5,65,130,1,0,0,0,0,1,0,0,0,0,0,5,45,20,1,53,13,70,159,31,11,0,0,0,0,79,35,600,71,0,9,10,2,0,3,67,22,0,0,0,0,0,0,0,0,0,0,0,45,50,1,20.614907037761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2751,20,0.0,1.0,61,110,0,0,0,0,0,0,0,0,0,1,0,6,35,10,1,37,14,66,134,30,7,0,0,0,0,79,37,400,56,1,9,10,2,0,7,55,19,0,0,3,0,0,0,0,0,0,0,1,46,40,1,11.6581997345994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2752,23,20.0,6.0,62,110,0,0,2,0,0,2,2,0,0,1,0,7,45,20,1,63,13,70,126,28,12,0,0,0,0,78,34,520,50,1,9,10,3,0,3,57,19,0,0,0,0,0,0,0,0,0,0,0,45,41,1,15.049752706909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2753,17,0.0,0.0,60,138,0,0,0,0,0,2,0,0,1,0,0,8,105,20,1,60,13,60,151,20,11,0,0,0,0,83,34,375,64,1,7,10,1,0,7,57,19,0,0,0,0,0,0,0,0,0,0,0,45,46,1,18.5954107547766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2754,16,0.0,0.0,62,120,0,0,0,0,0,2,0,1,2,0,0,7,25,7,1,35,13,64,148,18,11,0,0,0,0,81,36,425,59,1,9,10,3,0,6,63,21,0,0,0,0,0,0,0,0,0,0,0,47,35,1,11.864329748152599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2755,19,0.0,0.0,64,115,0,0,0,0,0,1,1,0,1,0,0,9,45,20,1,53,13,60,139,21,11,2,0,1,0,77,30,635,98,1,7,10,1,0,10,55,20,0,0,0,0,0,0,0,0,0,0,0,50,49,1,23.6811540169689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2756,20,0.0,0.0,59,95,0,0,2,0,0,1,0,0,0,0,0,9,35,20,1,27,10,70,116,20,8,4,0,0,0,84,32,429,58,0,9,10,1,0,4,67,22,0,0,0,0,0,0,0,0,0,0,0,46,39,1,7.11679889237467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2757,19,6.0,1.0,61,98,0,0,2,0,0,0,0,0,0,0,0,8,45,27,1,43,11,60,116,24,11,0,1,0,0,79,35,400,46,1,10,10,1,0,4,62,21,0,0,0,0,0,0,0,0,0,0,0,46,41,1,12.196671692307198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2758,24,1.0,1.0,60,105,0,0,1,0,0,0,2,0,0,0,0,9,45,16,1,43,14,90,122,22,9,2,0,1,0,81,38,375,40,1,3,10,2,0,5,74,23,0,0,0,2,0,0,0,0,0,0,0,45,38,1,14.7251574312881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2759,30,0.5,13.0,62,136,0,0,1,0,0,4,3,0,1,1,0,9,35,10,1,25,15,60,164,35,6,3,1,1,0,77,29,450,60,1,8,10,4,0,3,59,19,0,0,0,0,0,0,0,0,0,0,0,47,37,1,6.85211425329252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2760,23,20.0,3.0,60,129,0,0,1,0,0,2,1,1,0,1,0,9,25,12,1,23,11,50,137,30,5,1,0,0,0,80,28,275,45,1,9,10,1,0,9,64,21,0,0,0,0,0,0,0,0,0,0,0,45,48,1,2.5203638685942202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2761,25,5.0,6.0,67,150,0,0,0,0,0,0,0,0,1,0,0,7,45,20,1,50,12,66,192,34,11,3,0,0,0,77,25,200,34,1,7,10,8,0,9,65,8,0,0,0,0,0,0,0,2,0,0,4,48,32,1,11.7426420053907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2762,26,0.0,0.0,62,135,0,0,0,0,0,0,0,0,3,0,0,7,55,12,1,53,13,70,146,29,11,0,0,0,0,88,39,275,57,1,9,10,2,0,5,68,22,0,0,0,0,0,0,0,0,0,0,0,49,42,1,17.8918998552416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2763,34,30.0,16.0,65,192,0,0,0,1,0,1,1,0,0,1,0,8,35,20,1,43,13,80,223,39,12,0,0,0,0,84,36,500,51,0,8,9,2,0,3,75,24,0,0,0,0,0,0,0,0,0,0,0,48,42,1,9.71027614608141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2764,23,0.0,0.0,64,145,0,0,1,0,0,0,0,0,0,0,0,8,35,15,1,33,12,60,173,29,8,0,0,0,0,78,38,600,44,1,9,10,1,0,6,58,18,0,1,0,0,0,0,0,0,0,0,0,48,40,1,8.858375688260141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2765,16,6.0,1.0,63,115,0,0,0,0,0,1,1,0,0,0,1,9,25,7,1,17,13,60,161,18,8,0,0,0,1,80,34,425,54,0,9,10,2,0,7,70,23,1,0,0,0,0,0,0,0,0,0,0,45,40,1,-0.0591583777685633,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2766,21,0.5,6.0,62,150,0,0,0,0,0,2,0,0,0,0,0,14,105,8,1,70,10,70,197,20,12,0,0,0,0,77,35,600,66,0,7,10,1,0,7,62,19,0,0,0,0,0,0,0,0,0,0,0,46,40,1,18.6817391527025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2767,23,20.0,8.0,63,110,0,0,0,0,0,1,0,0,1,0,0,8,25,17,1,27,11,70,115,29,10,0,0,0,0,82,29,425,71,0,9,10,1,0,4,60,18,0,0,0,0,0,0,0,0,0,0,0,46,40,1,7.23352254606061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2768,32,0.0,1.0,63,130,1,0,3,0,0,2,0,0,1,0,0,15,45,18,1,50,12,78,134,31,11,2,2,0,1,78,30,250,41,1,8,10,3,0,5,57,16,0,0,0,0,0,0,0,1,0,0,1,46,35,1,12.9925115302859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2769,15,0.0,1.0,61,115,0,0,0,0,0,2,0,0,0,0,0,8,15,10,1,20,13,80,127,18,10,0,0,0,0,77,38,275,51,0,7,10,1,0,3,73,24,0,0,0,0,0,0,0,0,0,0,0,44,39,1,0.7688105107719899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2770,17,8.0,3.0,63,110,0,0,0,0,0,1,0,0,0,0,0,8,45,10,1,50,12,82,144,22,10,0,0,0,0,78,37,425,64,1,9,10,2,0,3,61,22,0,0,0,0,0,0,0,0,0,0,0,46,36,1,18.830488372159397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2771,16,0.0,0.0,64,115,0,0,0,0,0,0,1,0,0,0,0,9,35,7,1,37,13,68,138,18,11,0,0,0,0,79,25,400,66,1,5,8,2,0,9,75,25,0,0,0,4,0,0,0,0,0,0,0,47,39,1,15.0727567346207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2772,17,0.0,0.0,61,108,0,0,0,0,0,0,0,1,0,0,0,12,105,10,1,80,13,70,119,20,12,0,0,0,0,82,30,375,37,1,7,10,2,0,7,62,21,0,0,0,0,0,0,0,0,0,0,0,45,36,1,11.0475129000805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2773,22,0.0,0.0,62,132,0,0,0,0,0,2,0,0,0,0,0,12,35,20,1,43,12,60,144,22,11,0,1,0,0,76,25,450,62,1,10,10,1,0,3,74,23,0,0,0,0,0,0,0,0,0,0,0,46,40,1,14.462042420019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2774,17,0.0,0.5,64,119,0,0,0,0,0,3,1,0,1,0,1,9,5,3,1,27,11,70,142,33,10,0,1,0,0,80,37,500,57,1,9,9,3,0,3,66,21,0,0,0,0,0,0,0,0,0,0,0,47,40,1,5.520280616799821,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2775,17,0.0,3.0,61,100,0,0,0,0,0,2,0,3,0,0,0,10,25,25,1,47,10,70,115,23,12,0,0,0,0,81,34,300,47,0,9,10,3,0,3,67,20,0,0,0,0,0,0,0,0,0,0,0,44,37,1,15.2705330739342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
2776,21,0.0,1.0,69,135,0,0,0,0,0,1,0,1,0,0,0,8,35,15,1,33,12,60,164,23,9,0,0,0,0,80,35,425,59,1,9,10,1,0,8,61,20,0,0,0,0,0,0,0,0,0,0,0,46,39,1,11.1725240691802,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2777,33,0.0,10.0,65,159,0,0,1,2,0,2,1,0,0,0,0,10,35,7,1,57,15,70,174,35,12,4,0,1,0,83,37,490,84,0,10,10,1,0,5,68,20,0,0,0,0,0,0,0,0,0,0,0,47,37,1,20.020481253884398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
